[Sensor: Sin Wave 2] { Time: 4:01:34 AM 04 01 34 .000; Data: 0.790435; } 
[Sensor: Sin Wave 2] { Time: 4:24:45 AM 04 24 45 .000; Data: -0.184904; } 
[Sensor: Sin Wave 2] { Time: 4:24:50 AM 04 24 50 .000; Data: 0.889939; } 
[Sensor: Sin Wave 2] { Time: 4:24:55 AM 04 24 55 .000; Data: 0.689788; } 
[Sensor: Sin Wave 2] { Time: 4:25:00 AM 04 25 00 .000; Data: -0.498605; } 
[Sensor: Sin Wave 2] { Time: 4:25:05 AM 04 25 05 .000; Data: -0.972659; } 
[Sensor: Sin Wave 2] { Time: 4:25:10 AM 04 25 10 .000; Data: -0.053208; } 
[Sensor: Sin Wave 2] { Time: 4:25:15 AM 04 25 15 .000; Data: 0.942473; } 
[Sensor: Sin Wave 2] { Time: 4:25:20 AM 04 25 20 .000; Data: 0.587895; } 
[Sensor: Sin Wave 2] { Time: 4:25:25 AM 04 25 25 .000; Data: -0.608946; } 
[Sensor: Sin Wave 2] { Time: 4:25:30 AM 04 25 30 .000; Data: -0.933365; } 
[Sensor: Sin Wave 2] { Time: 4:25:35 AM 04 25 35 .000; Data: 0.079425; } 
[Sensor: Sin Wave 2] { Time: 4:25:40 AM 04 25 40 .000; Data: 0.978425; } 
[Sensor: Sin Wave 2] { Time: 4:25:45 AM 04 25 45 .000; Data: 0.475659; } 
[Sensor: Sin Wave 2] { Time: 4:25:50 AM 04 25 50 .000; Data: -0.708572; } 
[Sensor: Sin Wave 2] { Time: 4:25:55 AM 04 25 55 .000; Data: -0.877649; } 
[Sensor: Sin Wave 2] { Time: 4:26:00 AM 04 26 00 .000; Data: 0.210660; } 
[Sensor: Sin Wave 2] { Time: 4:26:05 AM 04 26 05 .000; Data: 0.997162; } 
[Sensor: Sin Wave 2] { Time: 4:26:10 AM 04 26 10 .000; Data: 0.355054; } 
[Sensor: Sin Wave 2] { Time: 4:26:15 AM 04 26 15 .000; Data: -0.795731; } 
[Sensor: Sin Wave 2] { Time: 4:26:20 AM 04 26 20 .000; Data: -0.806492; } 
[Sensor: Sin Wave 2] { Time: 4:26:25 AM 04 26 25 .000; Data: 0.338188; } 
[Sensor: Sin Wave 2] { Time: 4:26:30 AM 04 26 30 .000; Data: 0.998354; } 
[Sensor: Sin Wave 2] { Time: 4:26:35 AM 04 26 35 .000; Data: 0.228203; } 
[Sensor: Sin Wave 2] { Time: 4:26:40 AM 04 26 40 .000; Data: -0.868889; } 
[Sensor: Sin Wave 2] { Time: 4:26:45 AM 04 26 45 .000; Data: -0.721145; } 
[Sensor: Sin Wave 2] { Time: 4:26:50 AM 04 26 50 .000; Data: 0.459766; } 
[Sensor: Sin Wave 2] { Time: 4:26:55 AM 04 26 55 .000; Data: 0.981981; } 
[Sensor: Sin Wave 2] { Time: 4:27:00 AM 04 27 00 .000; Data: 0.097336; } 
[Sensor: Sin Wave 2] { Time: 4:27:05 AM 04 27 05 .000; Data: -0.926761; } 
[Sensor: Sin Wave 2] { Time: 4:27:10 AM 04 27 10 .000; Data: -0.623109; } 
[Sensor: Sin Wave 2] { Time: 4:27:15 AM 04 27 15 .000; Data: 0.573255; } 
[Sensor: Sin Wave 2] { Time: 4:27:20 AM 04 27 20 .000; Data: 0.948331; } 
[Sensor: Sin Wave 2] { Time: 4:27:25 AM 04 27 25 .000; Data: -0.035244; } 
[Sensor: Sin Wave 2] { Time: 4:27:30 AM 04 27 30 .000; Data: -0.968326; } 
[Sensor: Sin Wave 2] { Time: 4:27:35 AM 04 27 35 .000; Data: -0.514111; } 
[Sensor: Sin Wave 2] { Time: 4:27:40 AM 04 27 40 .000; Data: 0.676658; } 
[Sensor: Sin Wave 2] { Time: 4:27:45 AM 04 27 45 .000; Data: 0.897996; } 
[Sensor: Sin Wave 2] { Time: 4:27:50 AM 04 27 50 .000; Data: -0.167204; } 
[Sensor: Sin Wave 2] { Time: 4:27:55 AM 04 27 55 .000; Data: -0.992854; } 
[Sensor: Sin Wave 2] { Time: 4:28:00 AM 04 28 00 .000; Data: -0.396067; } 
[Sensor: Sin Wave 2] { Time: 4:28:05 AM 04 28 05 .000; Data: 0.768156; } 
[Sensor: Sin Wave 2] { Time: 4:28:10 AM 04 28 10 .000; Data: 0.831860; } 
[Sensor: Sin Wave 2] { Time: 4:28:15 AM 04 28 15 .000; Data: -0.296221; } 
[Sensor: Sin Wave 2] { Time: 4:28:20 AM 04 28 20 .000; Data: -0.999914; } 
[Sensor: Sin Wave 2] { Time: 4:28:25 AM 04 28 25 .000; Data: -0.271054; } 
[Sensor: Sin Wave 2] { Time: 4:28:30 AM 04 28 30 .000; Data: 0.846138; } 
[Sensor: Sin Wave 2] { Time: 4:28:35 AM 04 28 35 .000; Data: 0.751089; } 
[Sensor: Sin Wave 2] { Time: 4:28:40 AM 04 28 40 .000; Data: -0.420027; } 
[Sensor: Sin Wave 2] { Time: 4:28:45 AM 04 28 45 .000; Data: -0.989381; } 
[Sensor: Sin Wave 2] { Time: 4:28:50 AM 04 28 50 .000; Data: -0.141273; } 
[Sensor: Sin Wave 2] { Time: 4:28:55 AM 04 28 55 .000; Data: 0.909233; } 
[Sensor: Sin Wave 2] { Time: 4:29:00 AM 04 29 00 .000; Data: 0.657103; } 
[Sensor: Sin Wave 2] { Time: 4:29:05 AM 04 29 05 .000; Data: -0.536443; } 
[Sensor: Sin Wave 2] { Time: 4:29:10 AM 04 29 10 .000; Data: -0.961440; } 
[Sensor: Sin Wave 2] { Time: 4:29:15 AM 04 29 15 .000; Data: -0.009006; } 
[Sensor: Sin Wave 2] { Time: 4:29:20 AM 04 29 20 .000; Data: 0.956331; } 
[Sensor: Sin Wave 2] { Time: 4:29:25 AM 04 29 25 .000; Data: 0.551555; } 
[Sensor: Sin Wave 2] { Time: 4:29:30 AM 04 29 30 .000; Data: -0.643420; } 
[Sensor: Sin Wave 2] { Time: 4:29:35 AM 04 29 35 .000; Data: -0.916583; } 
[Sensor: Sin Wave 2] { Time: 4:29:40 AM 04 29 40 .000; Data: 0.123420; } 
[Sensor: Sin Wave 2] { Time: 4:29:45 AM 04 29 45 .000; Data: 0.986602; } 
[Sensor: Sin Wave 2] { Time: 4:29:50 AM 04 29 50 .000; Data: 0.436304; } 
[Sensor: Sin Wave 2] { Time: 4:29:55 AM 04 29 55 .000; Data: -0.739077; } 
[Sensor: Sin Wave 2] { Time: 4:30:00 AM 04 30 00 .000; Data: -0.855600; } 
[Sensor: Sin Wave 2] { Time: 4:30:05 AM 04 30 05 .000; Data: 0.253674; } 
[Sensor: Sin Wave 2] { Time: 4:30:10 AM 04 30 10 .000; Data: 0.999515; } 
[Sensor: Sin Wave 2] { Time: 4:30:15 AM 04 30 15 .000; Data: 0.313375; } 
[Sensor: Sin Wave 2] { Time: 4:30:20 AM 04 30 20 .000; Data: -0.821730; } 
[Sensor: Sin Wave 2] { Time: 4:30:25 AM 04 30 25 .000; Data: -0.779563; } 
[Sensor: Sin Wave 2] { Time: 4:30:30 AM 04 30 30 .000; Data: 0.379465; } 
[Sensor: Sin Wave 2] { Time: 4:30:35 AM 04 30 35 .000; Data: 0.994842; } 
[Sensor: Sin Wave 2] { Time: 4:30:40 AM 04 30 40 .000; Data: 0.184933; } 
[Sensor: Sin Wave 2] { Time: 4:30:45 AM 04 30 45 .000; Data: -0.889925; } 
[Sensor: Sin Wave 2] { Time: 4:30:50 AM 04 30 50 .000; Data: -0.689810; } 
[Sensor: Sin Wave 2] { Time: 4:30:55 AM 04 30 55 .000; Data: 0.498579; } 
[Sensor: Sin Wave 2] { Time: 4:31:00 AM 04 31 00 .000; Data: 0.972666; } 
[Sensor: Sin Wave 2] { Time: 4:31:05 AM 04 31 05 .000; Data: 0.053238; } 
[Sensor: Sin Wave 2] { Time: 4:31:10 AM 04 31 10 .000; Data: -0.942463; } 
[Sensor: Sin Wave 2] { Time: 4:31:15 AM 04 31 15 .000; Data: -0.587920; } 
[Sensor: Sin Wave 2] { Time: 4:31:20 AM 04 31 20 .000; Data: 0.608922; } 
[Sensor: Sin Wave 2] { Time: 4:31:25 AM 04 31 25 .000; Data: 0.933376; } 
[Sensor: Sin Wave 2] { Time: 4:31:30 AM 04 31 30 .000; Data: -0.079395; } 
[Sensor: Sin Wave 2] { Time: 4:31:35 AM 04 31 35 .000; Data: -0.978418; } 
[Sensor: Sin Wave 2] { Time: 4:31:40 AM 04 31 40 .000; Data: -0.475686; } 
[Sensor: Sin Wave 2] { Time: 4:31:45 AM 04 31 45 .000; Data: 0.708550; } 
[Sensor: Sin Wave 2] { Time: 4:31:50 AM 04 31 50 .000; Data: 0.877664; } 
[Sensor: Sin Wave 2] { Time: 4:31:55 AM 04 31 55 .000; Data: -0.210630; } 
[Sensor: Sin Wave 2] { Time: 4:32:00 AM 04 32 00 .000; Data: -0.997159; } 
[Sensor: Sin Wave 2] { Time: 4:32:05 AM 04 32 05 .000; Data: -0.355083; } 
[Sensor: Sin Wave 2] { Time: 4:32:10 AM 04 32 10 .000; Data: 0.795712; } 
[Sensor: Sin Wave 2] { Time: 4:32:15 AM 04 32 15 .000; Data: 0.806510; } 
[Sensor: Sin Wave 2] { Time: 4:32:20 AM 04 32 20 .000; Data: -0.338160; } 
[Sensor: Sin Wave 2] { Time: 4:32:25 AM 04 32 25 .000; Data: -0.998356; } 
[Sensor: Sin Wave 2] { Time: 4:32:30 AM 04 32 30 .000; Data: -0.228232; } 
[Sensor: Sin Wave 2] { Time: 4:32:35 AM 04 32 35 .000; Data: 0.868874; } 
[Sensor: Sin Wave 2] { Time: 4:32:40 AM 04 32 40 .000; Data: 0.721166; } 
[Sensor: Sin Wave 2] { Time: 4:32:45 AM 04 32 45 .000; Data: -0.459740; } 
[Sensor: Sin Wave 2] { Time: 4:32:50 AM 04 32 50 .000; Data: -0.981987; } 
[Sensor: Sin Wave 2] { Time: 4:32:55 AM 04 32 55 .000; Data: -0.097366; } 
[Sensor: Sin Wave 2] { Time: 4:33:00 AM 04 33 00 .000; Data: 0.926749; } 
[Sensor: Sin Wave 2] { Time: 4:33:05 AM 04 33 05 .000; Data: 0.623133; } 
[Sensor: Sin Wave 2] { Time: 4:33:10 AM 04 33 10 .000; Data: -0.573231; } 
[Sensor: Sin Wave 2] { Time: 4:33:15 AM 04 33 15 .000; Data: -0.948341; } 
[Sensor: Sin Wave 2] { Time: 4:33:20 AM 04 33 20 .000; Data: 0.035214; } 
[Sensor: Sin Wave 2] { Time: 4:33:25 AM 04 33 25 .000; Data: 0.968318; } 
[Sensor: Sin Wave 2] { Time: 4:33:30 AM 04 33 30 .000; Data: 0.514137; } 
[Sensor: Sin Wave 2] { Time: 4:33:35 AM 04 33 35 .000; Data: -0.676636; } 
[Sensor: Sin Wave 2] { Time: 4:33:40 AM 04 33 40 .000; Data: -0.898009; } 
[Sensor: Sin Wave 2] { Time: 4:33:45 AM 04 33 45 .000; Data: 0.167174; } 
[Sensor: Sin Wave 2] { Time: 4:33:50 AM 04 33 50 .000; Data: 0.992851; } 
[Sensor: Sin Wave 2] { Time: 4:33:55 AM 04 33 55 .000; Data: 0.396095; } 
[Sensor: Sin Wave 2] { Time: 4:34:00 AM 04 34 00 .000; Data: -0.768137; } 
[Sensor: Sin Wave 2] { Time: 4:34:05 AM 04 34 05 .000; Data: -0.831877; } 
[Sensor: Sin Wave 2] { Time: 4:34:10 AM 04 34 10 .000; Data: 0.296192; } 
[Sensor: Sin Wave 2] { Time: 4:34:15 AM 04 34 15 .000; Data: 0.999914; } 
[Sensor: Sin Wave 2] { Time: 4:34:20 AM 04 34 20 .000; Data: 0.271083; } 
[Sensor: Sin Wave 2] { Time: 4:34:25 AM 04 34 25 .000; Data: -0.846122; } 
[Sensor: Sin Wave 2] { Time: 4:34:30 AM 04 34 30 .000; Data: -0.751109; } 
[Sensor: Sin Wave 2] { Time: 4:34:35 AM 04 34 35 .000; Data: 0.420000; } 
[Sensor: Sin Wave 2] { Time: 4:34:40 AM 04 34 40 .000; Data: 0.989385; } 
[Sensor: Sin Wave 2] { Time: 4:34:45 AM 04 34 45 .000; Data: 0.141303; } 
[Sensor: Sin Wave 2] { Time: 4:34:50 AM 04 34 50 .000; Data: -0.909221; } 
[Sensor: Sin Wave 2] { Time: 4:34:55 AM 04 34 55 .000; Data: -0.657126; } 
[Sensor: Sin Wave 2] { Time: 4:35:00 AM 04 35 00 .000; Data: 0.536417; } 
[Sensor: Sin Wave 2] { Time: 4:35:05 AM 04 35 05 .000; Data: 0.961448; } 
[Sensor: Sin Wave 2] { Time: 4:35:10 AM 04 35 10 .000; Data: 0.009036; } 
[Sensor: Sin Wave 2] { Time: 4:35:15 AM 04 35 15 .000; Data: -0.956322; } 
[Sensor: Sin Wave 2] { Time: 4:35:20 AM 04 35 20 .000; Data: -0.551581; } 
[Sensor: Sin Wave 2] { Time: 4:35:25 AM 04 35 25 .000; Data: 0.643397; } 
[Sensor: Sin Wave 2] { Time: 4:35:30 AM 04 35 30 .000; Data: 0.916595; } 
[Sensor: Sin Wave 2] { Time: 4:35:35 AM 04 35 35 .000; Data: -0.123390; } 
[Sensor: Sin Wave 2] { Time: 4:35:40 AM 04 35 40 .000; Data: -0.986598; } 
[Sensor: Sin Wave 2] { Time: 4:35:45 AM 04 35 45 .000; Data: -0.436331; } 
[Sensor: Sin Wave 2] { Time: 4:35:50 AM 04 35 50 .000; Data: 0.739056; } 
[Sensor: Sin Wave 2] { Time: 4:35:55 AM 04 35 55 .000; Data: 0.855615; } 
[Sensor: Sin Wave 2] { Time: 4:36:00 AM 04 36 00 .000; Data: -0.253645; } 
[Sensor: Sin Wave 2] { Time: 4:36:05 AM 04 36 05 .000; Data: -0.999514; } 
[Sensor: Sin Wave 2] { Time: 4:36:10 AM 04 36 10 .000; Data: -0.313404; } 
[Sensor: Sin Wave 2] { Time: 4:36:15 AM 04 36 15 .000; Data: 0.821713; } 
[Sensor: Sin Wave 2] { Time: 4:36:20 AM 04 36 20 .000; Data: 0.779582; } 
[Sensor: Sin Wave 2] { Time: 4:36:25 AM 04 36 25 .000; Data: -0.379437; } 
[Sensor: Sin Wave 2] { Time: 4:36:30 AM 04 36 30 .000; Data: -0.994846; } 
[Sensor: Sin Wave 2] { Time: 4:36:35 AM 04 36 35 .000; Data: -0.184963; } 
[Sensor: Sin Wave 2] { Time: 4:36:40 AM 04 36 40 .000; Data: 0.889911; } 
[Sensor: Sin Wave 2] { Time: 4:36:45 AM 04 36 45 .000; Data: 0.689832; } 
[Sensor: Sin Wave 2] { Time: 4:36:50 AM 04 36 50 .000; Data: -0.498553; } 
[Sensor: Sin Wave 2] { Time: 4:36:55 AM 04 36 55 .000; Data: -0.972673; } 
[Sensor: Sin Wave 2] { Time: 4:37:00 AM 04 37 00 .000; Data: -0.053268; } 
[Sensor: Sin Wave 2] { Time: 4:37:05 AM 04 37 05 .000; Data: 0.942453; } 
[Sensor: Sin Wave 2] { Time: 4:37:10 AM 04 37 10 .000; Data: 0.587944; } 
[Sensor: Sin Wave 2] { Time: 4:37:15 AM 04 37 15 .000; Data: -0.608898; } 
[Sensor: Sin Wave 2] { Time: 4:37:20 AM 04 37 20 .000; Data: -0.933387; } 
[Sensor: Sin Wave 2] { Time: 4:37:25 AM 04 37 25 .000; Data: 0.079365; } 
[Sensor: Sin Wave 2] { Time: 4:37:30 AM 04 37 30 .000; Data: 0.978412; } 
[Sensor: Sin Wave 2] { Time: 4:37:35 AM 04 37 35 .000; Data: 0.475712; } 
[Sensor: Sin Wave 2] { Time: 4:37:40 AM 04 37 40 .000; Data: -0.708529; } 
[Sensor: Sin Wave 2] { Time: 4:37:45 AM 04 37 45 .000; Data: -0.877678; } 
[Sensor: Sin Wave 2] { Time: 4:37:50 AM 04 37 50 .000; Data: 0.210601; } 
[Sensor: Sin Wave 2] { Time: 4:37:55 AM 04 37 55 .000; Data: 0.997157; } 
[Sensor: Sin Wave 2] { Time: 4:38:00 AM 04 38 00 .000; Data: 0.355111; } 
[Sensor: Sin Wave 2] { Time: 4:38:05 AM 04 38 05 .000; Data: -0.795694; } 
[Sensor: Sin Wave 2] { Time: 4:38:10 AM 04 38 10 .000; Data: -0.806527; } 
[Sensor: Sin Wave 2] { Time: 4:38:15 AM 04 38 15 .000; Data: 0.338131; } 
[Sensor: Sin Wave 2] { Time: 4:38:20 AM 04 38 20 .000; Data: 0.998358; } 
[Sensor: Sin Wave 2] { Time: 4:38:25 AM 04 38 25 .000; Data: 0.228261; } 
[Sensor: Sin Wave 2] { Time: 4:38:30 AM 04 38 30 .000; Data: -0.868860; } 
[Sensor: Sin Wave 2] { Time: 4:38:35 AM 04 38 35 .000; Data: -0.721186; } 
[Sensor: Sin Wave 2] { Time: 4:38:40 AM 04 38 40 .000; Data: 0.459713; } 
[Sensor: Sin Wave 2] { Time: 4:38:45 AM 04 38 45 .000; Data: 0.981993; } 
[Sensor: Sin Wave 2] { Time: 4:38:50 AM 04 38 50 .000; Data: 0.097396; } 
[Sensor: Sin Wave 2] { Time: 4:38:55 AM 04 38 55 .000; Data: -0.926738; } 
[Sensor: Sin Wave 2] { Time: 4:39:00 AM 04 39 00 .000; Data: -0.623157; } 
[Sensor: Sin Wave 2] { Time: 4:39:05 AM 04 39 05 .000; Data: 0.573206; } 
[Sensor: Sin Wave 2] { Time: 4:39:10 AM 04 39 10 .000; Data: 0.948350; } 
[Sensor: Sin Wave 2] { Time: 4:39:15 AM 04 39 15 .000; Data: -0.035184; } 
[Sensor: Sin Wave 2] { Time: 4:39:20 AM 04 39 20 .000; Data: -0.968311; } 
[Sensor: Sin Wave 2] { Time: 4:39:25 AM 04 39 25 .000; Data: -0.514163; } 
[Sensor: Sin Wave 2] { Time: 4:39:30 AM 04 39 30 .000; Data: 0.676614; } 
[Sensor: Sin Wave 2] { Time: 4:39:35 AM 04 39 35 .000; Data: 0.898022; } 
[Sensor: Sin Wave 2] { Time: 4:39:40 AM 04 39 40 .000; Data: -0.167144; } 
[Sensor: Sin Wave 2] { Time: 4:39:45 AM 04 39 45 .000; Data: -0.992847; } 
[Sensor: Sin Wave 2] { Time: 4:39:50 AM 04 39 50 .000; Data: -0.396122; } 
[Sensor: Sin Wave 2] { Time: 4:39:55 AM 04 39 55 .000; Data: 0.768117; } 
[Sensor: Sin Wave 2] { Time: 4:40:00 AM 04 40 00 .000; Data: 0.831894; } 
[Sensor: Sin Wave 2] { Time: 4:40:05 AM 04 40 05 .000; Data: -0.296164; } 
[Sensor: Sin Wave 2] { Time: 4:40:10 AM 04 40 10 .000; Data: -0.999915; } 
[Sensor: Sin Wave 2] { Time: 4:40:15 AM 04 40 15 .000; Data: -0.271112; } 
[Sensor: Sin Wave 2] { Time: 4:40:20 AM 04 40 20 .000; Data: 0.846106; } 
[Sensor: Sin Wave 2] { Time: 4:40:25 AM 04 40 25 .000; Data: 0.751129; } 
[Sensor: Sin Wave 2] { Time: 4:40:30 AM 04 40 30 .000; Data: -0.419972; } 
[Sensor: Sin Wave 2] { Time: 4:40:35 AM 04 40 35 .000; Data: -0.989389; } 
[Sensor: Sin Wave 2] { Time: 4:40:40 AM 04 40 40 .000; Data: -0.141332; } 
[Sensor: Sin Wave 2] { Time: 4:40:45 AM 04 40 45 .000; Data: 0.909208; } 
[Sensor: Sin Wave 2] { Time: 4:40:50 AM 04 40 50 .000; Data: 0.657148; } 
[Sensor: Sin Wave 2] { Time: 4:40:55 AM 04 40 55 .000; Data: -0.536392; } 
[Sensor: Sin Wave 2] { Time: 4:41:00 AM 04 41 00 .000; Data: -0.961457; } 
[Sensor: Sin Wave 2] { Time: 4:41:05 AM 04 41 05 .000; Data: -0.009066; } 
[Sensor: Sin Wave 2] { Time: 4:41:10 AM 04 41 10 .000; Data: 0.956313; } 
[Sensor: Sin Wave 2] { Time: 4:41:15 AM 04 41 15 .000; Data: 0.551606; } 
[Sensor: Sin Wave 2] { Time: 4:41:20 AM 04 41 20 .000; Data: -0.643374; } 
[Sensor: Sin Wave 2] { Time: 4:41:25 AM 04 41 25 .000; Data: -0.916607; } 
[Sensor: Sin Wave 2] { Time: 4:41:30 AM 04 41 30 .000; Data: 0.123360; } 
[Sensor: Sin Wave 2] { Time: 4:41:35 AM 04 41 35 .000; Data: 0.986593; } 
[Sensor: Sin Wave 2] { Time: 4:41:40 AM 04 41 40 .000; Data: 0.436358; } 
[Sensor: Sin Wave 2] { Time: 4:41:45 AM 04 41 45 .000; Data: -0.739036; } 
[Sensor: Sin Wave 2] { Time: 4:41:50 AM 04 41 50 .000; Data: -0.855631; } 
[Sensor: Sin Wave 2] { Time: 4:41:55 AM 04 41 55 .000; Data: 0.253616; } 
[Sensor: Sin Wave 2] { Time: 4:42:00 AM 04 42 00 .000; Data: 0.999513; } 
[Sensor: Sin Wave 2] { Time: 4:42:05 AM 04 42 05 .000; Data: 0.313433; } 
[Sensor: Sin Wave 2] { Time: 4:42:10 AM 04 42 10 .000; Data: -0.821696; } 
[Sensor: Sin Wave 2] { Time: 4:42:15 AM 04 42 15 .000; Data: -0.779601; } 
[Sensor: Sin Wave 2] { Time: 4:42:20 AM 04 42 20 .000; Data: 0.379409; } 
[Sensor: Sin Wave 2] { Time: 4:42:25 AM 04 42 25 .000; Data: 0.994849; } 
[Sensor: Sin Wave 2] { Time: 4:42:30 AM 04 42 30 .000; Data: 0.184993; } 
[Sensor: Sin Wave 2] { Time: 4:42:35 AM 04 42 35 .000; Data: -0.889898; } 
[Sensor: Sin Wave 2] { Time: 4:42:40 AM 04 42 40 .000; Data: -0.689853; } 
[Sensor: Sin Wave 2] { Time: 4:42:45 AM 04 42 45 .000; Data: 0.498527; } 
[Sensor: Sin Wave 2] { Time: 4:42:50 AM 04 42 50 .000; Data: 0.972680; } 
[Sensor: Sin Wave 2] { Time: 4:42:55 AM 04 42 55 .000; Data: 0.053298; } 
[Sensor: Sin Wave 2] { Time: 4:43:00 AM 04 43 00 .000; Data: -0.942443; } 
[Sensor: Sin Wave 2] { Time: 4:43:05 AM 04 43 05 .000; Data: -0.587969; } 
[Sensor: Sin Wave 2] { Time: 4:43:10 AM 04 43 10 .000; Data: 0.608874; } 
[Sensor: Sin Wave 2] { Time: 4:43:15 AM 04 43 15 .000; Data: 0.933398; } 
[Sensor: Sin Wave 2] { Time: 4:43:20 AM 04 43 20 .000; Data: -0.079335; } 
[Sensor: Sin Wave 2] { Time: 4:43:25 AM 04 43 25 .000; Data: -0.978406; } 
[Sensor: Sin Wave 2] { Time: 4:43:30 AM 04 43 30 .000; Data: -0.475739; } 
[Sensor: Sin Wave 2] { Time: 4:43:35 AM 04 43 35 .000; Data: 0.708508; } 
[Sensor: Sin Wave 2] { Time: 4:43:40 AM 04 43 40 .000; Data: 0.877693; } 
[Sensor: Sin Wave 2] { Time: 4:43:45 AM 04 43 45 .000; Data: -0.210571; } 
[Sensor: Sin Wave 2] { Time: 4:43:50 AM 04 43 50 .000; Data: -0.997155; } 
[Sensor: Sin Wave 2] { Time: 4:43:55 AM 04 43 55 .000; Data: -0.355139; } 
[Sensor: Sin Wave 2] { Time: 4:44:00 AM 04 44 00 .000; Data: 0.795676; } 
[Sensor: Sin Wave 2] { Time: 4:44:05 AM 04 44 05 .000; Data: 0.806545; } 
[Sensor: Sin Wave 2] { Time: 4:44:10 AM 04 44 10 .000; Data: -0.338103; } 
[Sensor: Sin Wave 2] { Time: 4:44:15 AM 04 44 15 .000; Data: -0.998359; } 
[Sensor: Sin Wave 2] { Time: 4:44:20 AM 04 44 20 .000; Data: -0.228291; } 
[Sensor: Sin Wave 2] { Time: 4:44:25 AM 04 44 25 .000; Data: 0.868845; } 
[Sensor: Sin Wave 2] { Time: 4:44:30 AM 04 44 30 .000; Data: 0.721207; } 
[Sensor: Sin Wave 2] { Time: 4:44:35 AM 04 44 35 .000; Data: -0.459686; } 
[Sensor: Sin Wave 2] { Time: 4:44:40 AM 04 44 40 .000; Data: -0.981998; } 
[Sensor: Sin Wave 2] { Time: 4:44:45 AM 04 44 45 .000; Data: -0.097426; } 
[Sensor: Sin Wave 2] { Time: 4:44:50 AM 04 44 50 .000; Data: 0.926727; } 
[Sensor: Sin Wave 2] { Time: 4:44:55 AM 04 44 55 .000; Data: 0.623180; } 
[Sensor: Sin Wave 2] { Time: 4:45:00 AM 04 45 00 .000; Data: -0.573181; } 
[Sensor: Sin Wave 2] { Time: 4:45:05 AM 04 45 05 .000; Data: -0.948360; } 
[Sensor: Sin Wave 2] { Time: 4:45:10 AM 04 45 10 .000; Data: 0.035154; } 
[Sensor: Sin Wave 2] { Time: 4:45:15 AM 04 45 15 .000; Data: 0.968303; } 
[Sensor: Sin Wave 2] { Time: 4:45:20 AM 04 45 20 .000; Data: 0.514188; } 
[Sensor: Sin Wave 2] { Time: 4:45:25 AM 04 45 25 .000; Data: -0.676592; } 
[Sensor: Sin Wave 2] { Time: 4:45:30 AM 04 45 30 .000; Data: -0.898035; } 
[Sensor: Sin Wave 2] { Time: 4:45:35 AM 04 45 35 .000; Data: 0.167114; } 
[Sensor: Sin Wave 2] { Time: 4:45:40 AM 04 45 40 .000; Data: 0.992843; } 
[Sensor: Sin Wave 2] { Time: 4:45:45 AM 04 45 45 .000; Data: 0.396150; } 
[Sensor: Sin Wave 2] { Time: 4:45:50 AM 04 45 50 .000; Data: -0.768098; } 
[Sensor: Sin Wave 2] { Time: 4:45:55 AM 04 45 55 .000; Data: -0.831911; } 
[Sensor: Sin Wave 2] { Time: 4:46:00 AM 04 46 00 .000; Data: 0.296135; } 
[Sensor: Sin Wave 2] { Time: 4:46:05 AM 04 46 05 .000; Data: 0.999915; } 
[Sensor: Sin Wave 2] { Time: 4:46:10 AM 04 46 10 .000; Data: 0.271141; } 
[Sensor: Sin Wave 2] { Time: 4:46:15 AM 04 46 15 .000; Data: -0.846090; } 
[Sensor: Sin Wave 2] { Time: 4:46:20 AM 04 46 20 .000; Data: -0.751149; } 
[Sensor: Sin Wave 2] { Time: 4:46:25 AM 04 46 25 .000; Data: 0.419945; } 
[Sensor: Sin Wave 2] { Time: 4:46:30 AM 04 46 30 .000; Data: 0.989394; } 
[Sensor: Sin Wave 2] { Time: 4:46:35 AM 04 46 35 .000; Data: 0.141362; } 
[Sensor: Sin Wave 2] { Time: 4:46:40 AM 04 46 40 .000; Data: -0.909196; } 
[Sensor: Sin Wave 2] { Time: 4:46:45 AM 04 46 45 .000; Data: -0.657171; } 
[Sensor: Sin Wave 2] { Time: 4:46:50 AM 04 46 50 .000; Data: 0.536366; } 
[Sensor: Sin Wave 2] { Time: 4:46:55 AM 04 46 55 .000; Data: 0.961465; } 
[Sensor: Sin Wave 2] { Time: 4:47:00 AM 04 47 00 .000; Data: 0.009096; } 
[Sensor: Sin Wave 2] { Time: 4:47:05 AM 04 47 05 .000; Data: -0.956304; } 
[Sensor: Sin Wave 2] { Time: 4:47:10 AM 04 47 10 .000; Data: -0.551631; } 
[Sensor: Sin Wave 2] { Time: 4:47:15 AM 04 47 15 .000; Data: 0.643351; } 
[Sensor: Sin Wave 2] { Time: 4:47:20 AM 04 47 20 .000; Data: 0.916619; } 
[Sensor: Sin Wave 2] { Time: 4:47:25 AM 04 47 25 .000; Data: -0.123330; } 
[Sensor: Sin Wave 2] { Time: 4:47:30 AM 04 47 30 .000; Data: -0.986588; } 
[Sensor: Sin Wave 2] { Time: 4:47:35 AM 04 47 35 .000; Data: -0.436385; } 
[Sensor: Sin Wave 2] { Time: 4:47:40 AM 04 47 40 .000; Data: 0.739016; } 
[Sensor: Sin Wave 2] { Time: 4:47:45 AM 04 47 45 .000; Data: 0.855647; } 
[Sensor: Sin Wave 2] { Time: 4:47:50 AM 04 47 50 .000; Data: -0.253587; } 
[Sensor: Sin Wave 2] { Time: 4:47:55 AM 04 47 55 .000; Data: -0.999513; } 
